Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0000346,C000346,P073,PM002,20231102,72.1,72.1,1,73.26,304,9.4
A0000347,C000347,P133,PM002,20210203,90.4,168.2,2,83.16,301,5.2
A0000348,C000348,P011,PM006,20220616,19.45,1303.5,70,0,285,7.5
A0000349,C000349,P146,PM002,20211010,44.95,996.85,23,9.89,17,7.2
A0000350,C000350,P114,PM006,20230831,97,6430.9,64,95.93,285,7.3
A0000351,C000351,P037,PM008,20210529,62.8,2278.75,37,20.39,221,7.1
A0000352,C000352,P027,PM004,20210115,44.6,681.4,17,20.76,178,6.9
A0000353,C000353,P133,PM002,20220912,89.15,574.35,7,93.44,227,5.8
A0000354,C000354,P147,PM006,20190329,84.8,371.9,4,84,278,6.2
A0000355,C000355,P148,PM002,20181208,41.9,840.1,21,12.47,7,5.5
A0000356,C000356,P089,PM006,20190128,80.25,846,10,75.24,278,3.2
A0000357,C000357,P130,PM002,20211007,54.1,889,16,16.14,289,8.1
A0000358,C000358,P127,PM002,20210623,105.25,6823.4,64,103.81,324,6.7
A0000359,C000359,P008,PM008,20220906,30.75,805.1,27,10.84,20,4.8
A0000360,C000360,P043,PM002,20200828,97.1,4016.75,42,92.96,257,7.7
A0000361,C000361,P011,PM004,20220526,20.2,83.75,5,2.8,132,7.3
A0000362,C000362,P149,PM006,20191130,98.8,3959.15,41,106.46,218,10
A0000363,C000363,P150,PM008,20180615,50.3,2878.55,58,14.55,253,7.6
A0000364,C000364,P011,PM004,20230913,20.55,945.7,47,2.21,84,7.1
A0000365,C000365,P061,PM006,20180912,75.9,1373.05,18,79.35,374,6.7
A0000366,C000366,P025,PM006,20181029,96.5,492.55,5,94.49,262,5.8
A0000367,C000367,P151,PM006,20200723,59.95,1406,23,19.11,284,5.9
A0000368,C000368,P011,PM004,20220214,19.15,19.15,1,0.25,372,7.1
A0000369,C000369,P006,PM008,20210610,98.65,6962.85,71,99.14,193,9.5
A0000370,C000370,P014,PM008,20200810,112.6,8126.65,72,108.73,301,7.9
A0000371,C000371,P011,PM004,20180902,20.6,690.25,33,0.33,240,8.3
A0000372,C000372,P090,PM002,20230830,85.65,181.5,2,88.14,233,7.1
A0000373,C000373,P152,PM004,20180729,35.75,830.8,24,17.98,3,7.7
A0000374,C000374,P153,PM008,20190302,99.75,5608.4,56,104.55,399,6.7
A0000375,C000375,P112,PM008,20200907,96.1,3646.8,37,106.87,216,7.4
A0000376,C000376,P104,PM008,20231021,85.1,3662.25,43,21.69,312,6.2
A0000377,C000377,P068,PM004,20180627,25.35,25.35,1,11.97,0,9.4
A0000378,C000378,P009,PM006,20220327,104.95,2566.5,25,105.87,356,5.4
A0000379,C000379,P022,PM002,20230314,89.65,5308.7,61,37.84,344,9.6
A0000380,C000380,P154,PM002,20230728,86.75,1410.25,17,82.71,258,9.6
A0000381,C000381,P132,PM006,20181026,86.2,3339.05,41,82,229,7.3
A0000382,C000382,P030,PM004,20181002,50.65,50.65,1,12.2,286,3.1
A0000383,C000383,P155,PM006,20220925,64.8,4732.35,72,8.82,28,7.8
A0000384,C000384,P123,PM008,20230121,90.85,90.85,1,88.22,91,3.6
A0000385,C000385,P012,PM006,20221130,108.1,5067.45,48,104.3,320,7.9
A0000386,C000386,P011,PM004,20180222,19.95,214.75,11,0.95,167,5.5
A0000387,C000387,P147,PM002,20230120,85.45,4874.7,55,87.16,248,4.6
A0000388,C000388,P101,PM002,20211124,54.75,2348.45,42,25.81,8,8
A0000389,C000389,P156,PM004,20211208,90.4,4063,44,95.15,211,7.7
A0000390,C000390,P027,PM002,20220616,44,44,1,10.32,249,9
A0000391,C000391,P042,PM006,20230502,95.6,2595.25,27,91.11,147,7.5
A0000392,C000392,P104,PM006,20190504,84.8,2309.55,27,27.9,342,5.4
A0000393,C000393,P027,PM002,20190221,44.3,89.3,2,6.69,88,8.4
A0000394,C000394,P011,PM004,20200709,19.9,367.55,19,9.36,298,9.2
A0000395,C000395,P042,PM002,20220403,95.05,3944.5,42,100.95,220,8.5
A0000396,C000396,P022,PM008,20191028,90.05,5965.95,66,24.67,144,7.3
A0000397,C000397,P051,PM006,20180106,109.9,3694.7,33,101.33,268,6.7
A0000398,C000398,P117,PM008,20220114,73.95,2524.45,34,80.72,109,5.3
A0000399,C000399,P129,PM002,20220111,54.6,1803.7,33,15.81,10,8
A0000400,C000400,P011,PM004,20181204,20.05,415.1,23,6.39,121,7.5
A0000401,C000401,P011,PM006,20180926,19.75,624.15,32,0,291,9.9
A0000402,C000402,P011,PM008,20231014,20.05,237.7,11,0,166,6.5
A0000403,C000403,P006,PM008,20201223,99.45,7007.6,69,99.48,209,6.8
A0000404,C000404,P157,PM006,20210717,55.9,3848.8,68,17,276,7.8
A0000405,C000405,P011,PM004,20191019,19.7,419.4,20,0,180,5.5
A0000406,C000406,P011,PM008,20211101,19.8,1468.75,72,3.31,244,7.7
A0000407,C000407,P158,PM006,20230212,95.4,5812,60,90.06,113,9.5
A0000408,C000408,P112,PM004,20220715,93.95,2861.45,32,93.24,306,7.3
A0000409,C000409,P011,PM004,20200511,19.9,19.9,1,0.8,408,2.7
A0000410,C000410,P011,PM004,20210829,19.6,19.6,1,2.77,501,4
A0000411,C000411,P040,PM002,20220726,81.35,233.7,3,84.91,258,4
A0000412,C000412,P045,PM006,20221231,24.45,1066.15,46,0,320,8.3
A0000413,C000413,P073,PM002,20210427,74.95,2149.05,29,67.28,89,8.9
A0000414,C000414,P159,PM002,20201201,87.35,4473,51,93.74,385,7
A0000415,C000415,P005,PM006,20181116,70.65,3545.05,48,72.31,319,7.2
A0000416,C000416,P117,PM006,20220808,73.25,1195.75,16,69.51,206,8.8
A0000417,C000417,P153,PM006,20190321,98.7,6858.9,70,106.46,361,6.9
A0000418,C000418,P045,PM004,20211029,24.8,1024.7,40,0.83,227,6.7
A0000419,C000419,P160,PM002,20181013,83.3,1845.9,22,89.2,208,3.5
A0000420,C000420,P029,PM006,20230102,75.3,75.3,1,75.64,292,5.1
A0000421,C000421,P045,PM004,20231230,24.3,132.25,5,10.55,154,8.3
A0000422,C000422,P005,PM006,20220103,69.85,515.45,7,78.63,341,7.4
A0000423,C000423,P153,PM008,20190816,100.55,2830.45,29,99.31,154,7.9
A0000424,C000424,P045,PM004,20190220,25.7,1110.5,44,5.11,155,9.7
A0000425,C000425,P046,PM006,20230904,40.7,449.3,10,15.44,2,6.6
A0000426,C000426,P161,PM006,20180404,51.65,2838.55,55,22.34,318,5.6
A0000427,C000427,P012,PM006,20210324,105.1,5376.4,52,100.28,194,8.5
A0000428,C000428,P034,PM002,20191117,85.95,858.6,10,89.38,128,8
A0000429,C000429,P073,PM006,20200512,75.6,1395.05,18,80.89,195,7.4
A0000430,C000430,P162,PM006,20191116,58.25,3975.7,68,8.68,247,8.7
A0000431,C000431,P011,PM004,20201103,19.4,1182.55,61,0,143,5.7
A0000432,C000432,P155,PM008,20181207,65.2,4784.45,72,9.36,0,5.6
A0000433,C000433,P002,PM002,20190827,53.45,119.5,2,14.69,440,7
A0000434,C000434,P027,PM006,20221212,45.4,518.9,12,17.21,172,7.6
A0000435,C000435,P011,PM002,20200104,19.75,899.45,41,7.71,220,9.1
A0000436,C000436,P163,PM008,20220205,44.45,1183.8,26,13.71,7,8.8
A0000437,C000437,P011,PM006,20210205,20.85,720.05,36,8.35,212,9.2
A0000438,C000438,P014,PM008,20210916,114.05,8468.2,72,107.15,305,8.4
A0000439,C000439,P107,PM006,20190624,89.85,3161.2,35,81.33,335,8.9
A0000440,C000440,P016,PM004,20220929,55.05,55.05,1,16.24,222,8.5
A0000441,C000441,P051,PM002,20221002,112.95,1882.55,16,114.87,138,9.2
A0000442,C000442,P043,PM008,20211120,101.55,5070.4,49,101.39,364,7.3
A0000443,C000443,P014,PM004,20230613,114.65,6049.5,54,104.31,241,8.2
A0000444,C000444,P164,PM002,20190907,64.8,1166.7,18,18.99,405,6.9
A0000445,C000445,P089,PM002,20190503,80.4,2937.65,36,73.88,47,8.1
A0000446,C000446,P012,PM002,20210427,105.9,6396.45,60,109.25,267,3.3
A0000447,C000447,P005,PM004,20211212,69.55,69.55,1,71.38,422,3.6
A0000448,C000448,P045,PM006,20211016,25.05,1270.25,52,0,218,7.3
A0000449,C000449,P025,PM002,20231127,94.75,759.55,8,92.18,229,7.3
A0000450,C000450,P125,PM006,20200428,105.5,7611.55,72,100.2,276,7.1
A0000451,C000451,P045,PM004,20181028,24.7,1642.75,64,0,199,7.9
A0000452,C000452,P165,PM004,20211023,69.75,1545.4,22,25.7,221,8.3
A0000453,C000453,P121,PM006,20210901,60.2,3582.4,60,13.13,7,9
A0000454,C000454,P089,PM002,20191206,81.05,2227.1,28,83.57,193,4.1
A0000455,C000455,P045,PM004,20180926,24.4,1417.9,61,0,360,9.8
A0000456,C000456,P012,PM002,20220305,104.15,2494.65,24,100.19,291,9.2
A0000457,C000457,P166,PM006,20190423,92.9,2768.35,28,92.36,272,8.3
A0000458,C000458,P048,PM006,20180625,80.8,2369.3,30,19.06,322,8.2
A0000459,C000459,P011,PM004,20180827,20,38,2,0,226,8.2
A0000460,C000460,P073,PM002,20230523,75.1,75.1,1,69.11,180,9.3
A0000461,C000461,P011,PM004,20190902,19.65,100.9,6,10.02,195,9.4
A0000462,C000462,P167,PM006,20221123,69.45,1614.05,24,21.01,250,9.5
A0000463,C000463,P006,PM002,20190507,101.15,385.9,4,97.65,154,5
A0000464,C000464,P021,PM002,20231117,99.8,673.25,7,100.87,204,5.1
A0000465,C000465,P014,PM006,20181125,116.05,8404.9,72,115.49,203,9.9
A0000466,C000466,P168,PM004,20190321,40.05,2799.75,70,10.91,26,7.1
A0000467,C000467,P009,PM002,20220817,102.1,6538.45,64,105.17,0,7.5
A0000468,C000468,P007,PM002,20200924,89.7,6588.95,72,93.49,233,7.9
A0000469,C000469,P011,PM004,20190318,19.9,868.1,44,0,405,9.2
A0000470,C000470,P054,PM002,20200305,55.95,734.35,13,13.91,260,5.8
A0000471,C000471,P011,PM004,20230106,20.65,330.6,17,0,317,7.8
A0000472,C000472,P054,PM002,20200609,55,55,1,4.99,258,2.7
A0000473,C000473,P169,PM004,20230910,70.05,564.4,9,13.44,189,8.2
A0000474,C000474,P157,PM004,20210228,53.6,1315.35,24,22.91,48,6.7
A0000475,C000475,P117,PM002,20221018,74.7,74.7,1,82.92,268,2.7
A0000476,C000476,P040,PM002,20210911,80.25,1861.5,24,79,180,3.2
A0000477,C000477,P047,PM002,20181018,76.05,2747.2,35,25.7,177,8.2
A0000478,C000478,P170,PM002,20190103,75.7,554.05,7,24.27,205,9.6
A0000479,C000479,P126,PM002,20190501,96.1,453.4,5,111.49,407,4.8
A0000480,C000480,P005,PM006,20180617,69,994.8,15,74.6,466,5
A0000481,C000481,P011,PM004,20230228,19.65,225.75,11,0,269,9.3
A0000482,C000482,P122,PM006,20221126,45.3,2145,48,8.81,6,2.8
A0000483,C000483,P089,PM002,20180319,81.45,1671.6,20,73.42,144,8.6
A0000484,C000484,P044,PM006,20210113,108.5,8003.8,72,109.52,292,8
A0000485,C000485,P171,PM002,20200610,83.55,680.05,8,79.77,410,5.5
A0000486,C000486,P034,PM008,20191023,84.5,6130.85,72,77.39,227,7.1
A0000487,C000487,P021,PM002,20210509,100.15,1415,15,96.92,35,7.2
A0000488,C000488,P104,PM006,20190812,88.6,6201.95,72,21.17,310,8.2
A0000489,C000489,P073,PM002,20190719,74.35,74.35,1,82.79,338,6.5
A0000490,C000490,P012,PM006,20181029,104.8,6597.25,63,109.21,107,9.1
A0000491,C000491,P172,PM002,20181021,59,114.15,2,17.66,265,7.3
A0000492,C000492,P082,PM002,20180419,74.4,139.4,2,81.8,290,2.8
A0000493,C000493,P173,PM006,20220226,64.05,3902.6,61,19.6,243,5.7
A0000494,C000494,P011,PM004,20231111,20.4,20.4,1,0,178,9.6
A0000495,C000495,P093,PM006,20220905,43.75,903.6,22,20.74,18,3.6
A0000496,C000496,P020,PM004,20190304,60.9,1785.65,28,20.96,213,7.4
A0000497,C000497,P011,PM006,20190930,19.8,1397.65,70,0,116,9.9
A0000498,C000498,P001,PM002,20180415,28.45,131.05,5,7.58,0,2.3
A0000499,C000499,P118,PM006,20201220,99.7,1238.45,12,95.32,363,6.5
A0000500,C000500,P057,PM008,20180112,103.9,6449.15,61,96.99,305,7.6
A0000501,C000501,P011,PM008,20191011,20.7,762.45,39,4.84,257,6.5
A0000502,C000502,P042,PM002,20200524,96.8,5283.95,55,106.35,210,4.4
A0000503,C000503,P070,PM002,20200602,94.4,1617.5,17,87.41,202,4
A0000504,C000504,P011,PM008,20190709,20.15,785.75,37,3.02,153,8.4
A0000505,C000505,P045,PM004,20211230,26,1776,72,0,211,7
A0000506,C000506,P174,PM008,20210905,77.35,5396.25,72,20.77,59,5.8
A0000507,C000507,P052,PM006,20230310,66.05,574.5,8,16.85,183,7.3
A0000508,C000508,P011,PM004,20200915,19.9,400.3,22,0,222,6.4
A0000509,C000509,P171,PM002,20220429,84.3,84.3,1,84.54,304,4.8
A0000510,C000510,P175,PM008,20181219,68.15,2656.3,38,16.29,246,6.6
A0000511,C000511,P048,PM002,20220215,80.85,1445.95,17,25.61,321,7.3
A0000512,C000512,P174,PM006,20230723,75.5,5212.65,70,22.4,371,8.2
A0000513,C000513,P022,PM008,20230121,92.45,6440.25,72,26.54,345,4.1
A0000514,C000514,P089,PM002,20230903,80.6,2244.95,28,76.06,292,8.2
A0000515,C000515,P171,PM006,20200603,83.2,1130,15,80.32,251,8.8
A0000516,C000516,P022,PM006,20220105,87.55,6463.15,72,30.04,161,7.1
A0000517,C000517,P006,PM002,20231122,99.55,1131.2,11,102.05,316,4.4
A0000518,C000518,P078,PM002,20190728,81.25,585.95,8,76.36,401,1
A0000519,C000519,P044,PM006,20220816,109.4,6252.7,57,109.9,280,8.2
A0000520,C000520,P011,PM006,20200214,19.95,19.95,1,3.96,422,3.9
A0000521,C000521,P176,PM002,20180831,45.55,2062.15,46,5.32,0,6.9
A0000522,C000522,P011,PM008,20200514,20.7,587.1,30,2.92,146,8.2
A0000523,C000523,P082,PM002,20211210,75.3,720.45,10,71.99,326,9.2
A0000524,C000524,P177,PM002,20231121,99.25,2186.4,23,102.1,273,4.2
A0000525,C000525,P114,PM008,20191215,93.4,2979.3,32,89.58,368,6.8
A0000526,C000526,P082,PM008,20190730,73.75,956.65,13,64.73,248,8.1
A0000527,C000527,P178,PM002,20200915,80.45,3201.55,39,72.31,171,2.9
A0000528,C000528,P072,PM008,20211115,88.15,3973.2,44,88.39,230,7.2
A0000529,C000529,P050,PM004,20180311,49.2,447.9,9,16.06,112,9.3
A0000530,C000530,P011,PM004,20200422,19.65,1335.2,67,0,148,8.2
A0000531,C000531,P078,PM006,20200706,79.35,661.25,9,82.54,337,2.6
A0000532,C000532,P040,PM002,20200113,79.75,1111.85,15,71.44,328,2.5
A0000533,C000533,P012,PM006,20180224,105.15,7555,71,104.82,282,7.9
A0000534,C000534,P050,PM008,20230112,49,49,1,8.64,95,9.2
A0000535,C000535,P006,PM002,20211008,100.05,3046.15,30,96.79,217,2.5
A0000536,C000536,P005,PM002,20190214,69.35,69.35,1,69.59,139,4.9
A0000537,C000537,P179,PM004,20201104,49.8,836.35,17,10.64,19,9.7
A0000538,C000538,P180,PM002,20180527,85.8,272.2,3,83.88,197,6.9
A0000539,C000539,P137,PM002,20220222,79.7,5293.4,67,28.94,152,4.6
A0000540,C000540,P011,PM006,20220807,20.95,20.95,1,0,252,8.4
A0000541,C000541,P161,PM004,20201114,50.55,50.55,1,19.34,192,1.7
A0000542,C000542,P078,PM004,20220911,79.3,2570,32,73.65,383,10
A0000543,C000543,P011,PM006,20210412,19.5,798.2,41,2.84,183,7.3
A0000544,C000544,P035,PM002,20221204,80.55,80.55,1,87.76,124,3.5
A0000545,C000545,P027,PM006,20180127,44.15,44.15,1,0.89,56,7.6
A0000546,C000546,P147,PM002,20210129,84.5,916.9,12,80.52,247,6.6
A0000547,C000547,P069,PM002,20201226,105.5,6487.2,62,108.39,199,10
A0000548,C000548,P160,PM004,20180907,84.3,1855.65,22,83.28,121,4.3
A0000549,C000549,P159,PM008,20180522,92.7,1556.85,17,94.56,357,9.2
A0000550,C000550,P045,PM006,20180924,26.25,1988.05,72,0,310,7.8
A0000551,C000551,P181,PM008,20180803,96.95,5432.2,56,97.38,247,6.2
A0000552,C000552,P011,PM008,20190504,20.45,147.55,9,0,372,9.6
A0000553,C000553,P014,PM006,20190511,115.8,8424.9,72,121.64,309,7.2
A0000554,C000554,P182,PM006,20190425,108.2,2203.7,20,109.47,175,9.5
A0000555,C000555,P011,PM004,20180101,20.2,387.4,19,1.89,156,9.5
A0000556,C000556,P005,PM002,20230319,67.75,116.65,2,65.69,323,5.5
A0000557,C000557,P129,PM008,20200420,54.9,3045.75,53,14.03,13,10
A0000558,C000558,P034,PM002,20200423,85.25,2287.25,27,83.09,265,7.2
A0000559,C000559,P011,PM006,20230301,20.15,130.5,6,2.17,173,8.2
A0000560,C000560,P183,PM002,20191012,90.35,767.9,9,88.25,304,6.8
A0000561,C000561,P097,PM002,20211211,55.75,446.8,8,18.17,182,5.7
A0000562,C000562,P014,PM006,20230309,114.6,8100.25,71,124.98,240,10
A0000563,C000563,P040,PM006,20210725,80.05,830.7,10,84.41,380,4.6
A0000564,C000564,P011,PM004,20220122,20,20,1,0,190,5.4
A0000565,C000565,P155,PM006,20220922,66.8,4689.15,71,26.05,0,7
A0000566,C000566,P149,PM002,20210916,100.3,6754.35,68,98.26,155,9.7
A0000567,C000567,P127,PM002,20210717,105.35,3540.65,34,95.16,339,7.5
A0000568,C000568,P132,PM002,20210410,85.2,2184.6,26,80.16,272,6.5
A0000569,C000569,P010,PM008,20190208,48.8,1054.6,22,5.29,238,4.2
A0000570,C000570,P011,PM004,20220131,18.95,130.55,7,0,204,7.5
A0000571,C000571,P005,PM006,20220327,69.8,1540.35,20,69.89,293,9
A0000572,C000572,P012,PM002,20230127,106.15,6411.25,60,114.53,173,7.9
A0000573,C000573,P011,PM002,20180421,20.55,1432.55,72,1.84,277,9.2
A0000574,C000574,P012,PM008,20200323,105.75,7629.85,72,104.65,184,7.5
A0000575,C000575,P045,PM004,20200718,25.25,101.9,4,4.4,169,7.6
A0000576,C000576,P011,PM002,20200604,19.75,313.4,16,0,192,6.9
A0000577,C000577,P015,PM002,20200627,104.85,6312.9,62,106.03,216,10
A0000578,C000578,P184,PM004,20230606,60.95,629.55,10,22.14,245,8.2
A0000579,C000579,P040,PM002,20180624,81.15,2640.55,31,73.76,271,5.4
A0000580,C000580,P011,PM008,20231127,19.1,1372.45,71,5.91,0,7.5
A0000581,C000581,P011,PM004,20210925,20.8,1212.25,58,1.9,177,8.3
A0000582,C000582,P022,PM008,20201103,90.15,6237.05,70,24.97,214,10
A0000583,C000583,P022,PM002,20230922,90.1,6310.9,71,30.19,385,9.3
A0000584,C000584,P185,PM008,20190406,74.1,5031,69,33.58,152,7.1
A0000585,C000585,P034,PM002,20180529,85.05,85.05,1,85.96,264,7
A0000586,C000586,P014,PM006,20181204,118.75,8672.45,72,119.99,384,8
A0000587,C000587,P180,PM008,20200929,85.9,2196.45,26,83.6,131,9.4
A0000588,C000588,P186,PM008,20210207,95,3008.15,33,90.75,285,6.3
A0000589,C000589,P011,PM004,20181220,20.15,220.8,10,4.35,177,4.8
A0000590,C000590,P187,PM008,20210112,101.3,5779.6,57,97.02,204,6.1
A0000591,C000591,P011,PM002,20231015,21.2,222.65,10,0.57,177,4.3
A0000592,C000592,P045,PM004,20230330,24.2,914.6,39,0,184,10
A0000593,C000593,P011,PM006,20210114,20.3,246.3,11,2.6,494,8.3
A0000594,C000594,P057,PM002,20180325,102.8,2110.15,21,104.47,326,3.8
A0000595,C000595,P104,PM006,20230601,85.3,5560,68,30.78,349,8.3
A0000596,C000596,P183,PM008,20180815,89.6,1633,18,87.05,294,8.2
A0000597,C000597,P188,PM004,20201009,99.95,547.65,6,98.6,105,5.2
A0000598,C000598,P130,PM004,20180120,56.25,969.85,18,11.98,285,9.3
A0000599,C000599,P150,PM006,20220106,50.95,2610.65,52,13.06,346,7.6
A0000600,C000600,P014,PM004,20180927,115.85,6567.9,56,117.74,173,6.4
A0000601,C000601,P009,PM006,20220312,103.65,4747.85,45,107.43,336,8.7
A0000602,C000602,P045,PM004,20181031,26.1,1759.55,67,0,313,9.3
A0000603,C000603,P152,PM004,20210801,35.1,101.1,3,14.88,24,7.7
A0000604,C000604,P065,PM006,20200320,99.1,6496.15,65,105.88,212,10
A0000605,C000605,P175,PM004,20201118,67.25,4234.15,63,22.24,151,7.6
A0000606,C000606,P045,PM004,20230417,25,300.7,11,9.63,217,7.1
A0000607,C000607,P184,PM004,20230803,59.55,59.55,1,14,379,8.6
A0000608,C000608,P134,PM006,20200627,77.8,4323.35,55,17.12,85,7.5
A0000609,C000609,P189,PM004,20180522,55.1,1466.1,25,7.64,63,8.5
A0000610,C000610,P014,PM006,20220807,117.8,8684.8,72,125.28,258,4
A0000611,C000611,P045,PM008,20200319,24.15,1776.45,72,3.51,210,7.9
A0000612,C000612,P190,PM004,20200805,45.25,2933.95,65,13.3,10,10
A0000613,C000613,P040,PM002,20200205,79.5,4370.25,54,80.9,335,4.3
A0000614,C000614,P011,PM004,20200708,20.25,144.35,7,0,200,6.9
A0000615,C000615,P064,PM006,20200727,64.75,4804.75,72,31.65,81,9.4
A0000616,C000616,P106,PM006,20210616,54.6,1125.2,21,17.03,434,6.5
A0000617,C000617,P011,PM006,20200812,20.7,39.85,2,0.75,160,7
A0000618,C000618,P025,PM002,20210807,94.75,422.4,4,98.38,154,8.7
A0000619,C000619,P191,PM006,20190627,79.65,251.75,3,82.06,349,5.8
A0000620,C000620,P014,PM008,20210107,115.8,8332.15,72,116.92,215,9.3
A0000621,C000621,P010,PM002,20180524,49.45,314.6,6,10.88,244,7.1
A0000622,C000622,P192,PM008,20210414,83.8,4331.4,52,86.16,293,8.7
A0000623,C000623,P193,PM006,20231019,95.35,6382,69,104.76,347,7.4
A0000624,C000624,P025,PM002,20190816,94.7,740.3,8,101.43,219,4.1
A0000625,C000625,P029,PM006,20190721,74.05,600.15,8,82.02,386,9.4
A0000626,C000626,P156,PM006,20191122,89.6,5538.8,63,87.04,57,7.4
A0000627,C000627,P014,PM008,20210207,116.6,7049.5,60,111.65,318,8.1
A0000628,C000628,P157,PM006,20191027,54.2,690.5,12,15.63,174,7.9
A0000629,C000629,P011,PM004,20230606,19.3,279.3,13,0.47,373,6.7
A0000630,C000630,P145,PM004,20190210,65.05,1427.55,22,24.99,262,8.8
A0000631,C000631,P183,PM002,20200912,92.5,452.7,5,84.04,189,5.6
A0000632,C000632,P011,PM004,20211117,19.45,19.45,1,7.84,309,1.7
A0000633,C000633,P045,PM006,20190601,24.05,1709.15,72,0,330,8.4
A0000634,C000634,P011,PM006,20200429,18.75,53.15,2,0,307,6.8
A0000635,C000635,P011,PM006,20230317,20.15,777.35,40,0,157,9.2
A0000636,C000636,P011,PM006,20200626,20,860.85,44,0,206,6.3
A0000637,C000637,P194,PM006,20181112,71,5012.1,71,25.42,249,7.2
A0000638,C000638,P073,PM002,20210709,75.55,166.3,2,75.92,246,4.8
A0000639,C000639,P042,PM002,20220216,93.6,2404.1,26,87.15,317,8.1
A0000640,C000640,P005,PM002,20180127,70,70,1,63.52,68,5.5
A0000641,C000641,P068,PM004,20220227,24.4,24.4,1,5.64,12,6
A0000642,C000642,P113,PM006,20180224,74.8,4820.15,65,30.79,223,6.9
A0000643,C000643,P195,PM004,20230419,65.25,209.9,3,18.28,174,8.5
A0000644,C000644,P050,PM004,20230130,50.55,610.75,13,7.65,183,9.2
A0000645,C000645,P012,PM002,20180906,104.4,3409.6,33,103.17,230,5.8
A0000646,C000646,P005,PM004,20221207,70.7,70.7,1,69.34,0,7.8
A0000647,C000647,P027,PM004,20200506,45.25,155.35,4,0.09,186,6.5
A0000648,C000648,P005,PM002,20220109,70.3,144,2,70.03,171,7.2
A0000649,C000649,P109,PM008,20230220,108.95,7875,72,107.8,297,9.7
A0000650,C000650,P045,PM004,20220306,26.45,911.6,37,3.75,177,9.5
A0000651,C000651,P196,PM002,20211117,86.2,1270.2,15,95.44,230,4.1
A0000652,C000652,P011,PM008,20221130,19.65,478.1,23,5.83,388,4.6
A0000653,C000653,P197,PM008,20180419,51.2,1561.5,30,14.02,17,4.7
A0000654,C000654,P011,PM002,20200907,19.05,761.85,42,0,331,7.3
A0000655,C000655,P198,PM004,20181219,74.75,2282.95,32,35.29,205,7.5
A0000656,C000656,P073,PM006,20211128,75.8,1615.1,22,76.1,298,8.4
A0000657,C000657,P068,PM008,20220927,25.1,1097.15,42,7.6,8,9.1
A0000658,C000658,P027,PM004,20221113,44.45,369.3,8,13.21,232,9.6
A0000659,C000659,P015,PM008,20210121,104.3,6725.3,65,105.29,286,8.5
A0000660,C000660,P011,PM004,20190618,19.5,31.55,2,0,196,2.3
A0000661,C000661,P022,PM006,20210502,89,6293.2,70,23.83,384,7.8
A0000662,C000662,P011,PM008,20210609,20.15,432.5,22,0,235,10
A0000663,C000663,P073,PM002,20230603,74.9,321.75,4,74.74,305,5.2
A0000664,C000664,P073,PM008,20230908,74.9,147.15,2,72.18,381,4.9
A0000665,C000665,P199,PM006,20190616,36.15,2434.45,67,7.28,18,8.4
A0000666,C000666,P011,PM008,20230429,19.2,532.1,25,0.72,123,8.6
A0000667,C000667,P011,PM006,20180520,19.25,375.25,20,0,290,5.1
A0000668,C000668,P151,PM008,20231116,61.2,125.95,2,25.88,326,7.6
A0000669,C000669,P011,PM004,20180919,20.45,1042.65,51,0,330,7.9
A0000670,C000670,P199,PM006,20180119,35.05,1620.25,46,15.97,1,9.7
A0000671,C000671,P021,PM002,20230822,100.25,2387.75,25,106.48,190,4.8
A0000672,C000672,P027,PM004,20220329,44,659.35,13,2.83,339,6.1
A0000673,C000673,P069,PM004,20220128,102.8,2660.2,25,101.09,181,5.3
A0000674,C000674,P150,PM004,20230903,50.35,1285.8,26,13.25,223,6.5
A0000675,C000675,P200,PM002,20201028,100,4211.55,43,92.96,391,3.2
A0000676,C000676,P011,PM002,20180816,20,377.55,19,0,245,6.7
A0000677,C000677,P149,PM002,20190111,99.85,990.9,10,94.3,184,5.2
A0000678,C000678,P042,PM006,20210220,94.2,193.8,2,102.96,171,5.9
A0000679,C000679,P108,PM006,20210118,86.4,6058.95,72,30.6,279,8.2
A0000680,C000680,P201,PM008,20200106,58.4,964.9,18,23.88,130,8.7
A0000681,C000681,P034,PM002,20180914,83.85,790.15,9,87.46,227,5.1
A0000682,C000682,P156,PM008,20200412,88.3,2467.75,27,82.65,279,4.9
A0000683,C000683,P042,PM002,20221212,94.1,2322.85,24,91.48,366,9.2
A0000684,C000684,P057,PM006,20191202,104.05,7262,69,106.5,310,1.9
A0000685,C000685,P044,PM008,20200629,108.9,4854.3,46,102.79,185,8.5
A0000686,C000686,P202,PM006,20191130,107.4,7748.75,72,110.96,356,6.7
A0000687,C000687,P025,PM008,20190314,94.7,1914.9,22,93.5,223,6.3
A0000688,C000688,P203,PM002,20220920,90.85,6470.1,70,88.98,138,8.1
